dataset,model,selection_method,opt_metric,n_features_selected,features_percent,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std
anneal,MLP,linear_model,log_loss,3,0.1,0.23570214752567695,0.034640242133452036,0.7650811485642947,0.022583380532008892
anneal,MLP,linear_model,log_loss,6,0.2,0.5762293874071368,0.09461607658268929,0.895318352059925,0.031151517766090847
anneal,MLP,linear_model,log_loss,9,0.3,0.7906683716965046,0.11920458952088032,0.9443445692883895,0.021669111434288988
anneal,MLP,random,balanced_accuracy,3,0.1,0.30387789753582595,0.09322322023538931,0.7906242197253434,0.028279806788455483
anneal,MLP,random,balanced_accuracy,6,0.2,0.4676633479478748,0.14602679845631167,0.8396004993757803,0.05221200061250073
anneal,MLP,random,balanced_accuracy,9,0.3,0.5435208358705801,0.18641381396811216,0.8675156054931336,0.059552984180495504
anneal,MLP,random,log_loss,3,0.1,0.27118126091016115,0.0797828225703723,0.7828589263420724,0.03887053425648103
anneal,MLP,random,log_loss,6,0.2,0.4602379734502497,0.2427830618769826,0.8275280898876405,0.05533018450028622
anneal,MLP,random,log_loss,9,0.3,0.5291838996468152,0.16106544943925102,0.8640449438202248,0.06793338656328614
australian,DT,attention,balanced_accuracy,1,0.1,0.6256804231422228,0.050215203700189025,0.6492753623188406,0.05057488822532331
australian,DT,attention,balanced_accuracy,2,0.2,0.6530505855208741,0.057720881351473144,0.6594202898550725,0.05433440521353621
australian,DT,attention,balanced_accuracy,4,0.3,0.7203613251491011,0.053400367032131156,0.7246376811594203,0.052920053865233414
australian,DT,attention,log_loss,1,0.1,0.7361516694963214,0.05116412228594364,0.7420289855072464,0.050574888225323286
australian,DT,attention,log_loss,2,0.2,0.6952675112097862,0.07911424260212441,0.6971014492753623,0.0774304363483974
australian,DT,attention,log_loss,4,0.3,0.681933307213443,0.06204151763489424,0.6855072463768116,0.06112590758603532
australian,DT,decision_tree,balanced_accuracy,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,DT,decision_tree,balanced_accuracy,2,0.2,0.5859688302642463,0.07240766039325966,0.6159420289855072,0.06196017071681477
australian,DT,decision_tree,balanced_accuracy,4,0.3,0.7361309912498367,0.051626777543025366,0.7449275362318841,0.0516705003173756
australian,DT,decision_tree,log_loss,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,DT,decision_tree,log_loss,2,0.2,0.5998983500935963,0.09322591708269987,0.627536231884058,0.07761106747181239
australian,DT,decision_tree,log_loss,4,0.3,0.7517110704801706,0.0498059564360748,0.7608695652173914,0.04985451072596688
australian,DT,f_classif,balanced_accuracy,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,DT,f_classif,balanced_accuracy,2,0.2,0.4966429410996474,0.051717960467797655,0.518840579710145,0.055418861448115905
australian,DT,f_classif,balanced_accuracy,4,0.3,0.5573512254581864,0.06340933291792061,0.5666666666666667,0.05973562297449135
australian,DT,f_classif,log_loss,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,DT,f_classif,log_loss,2,0.2,0.5111758303948457,0.03152873537274662,0.5391304347826087,0.03729518660022952
australian,DT,f_classif,log_loss,4,0.3,0.5586049801924166,0.0539533162695496,0.5681159420289855,0.05499613322031962
australian,DT,linear_model,balanced_accuracy,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,DT,linear_model,balanced_accuracy,2,0.2,0.8619733577118976,0.06253596829508438,0.855072463768116,0.06481356456521128
australian,DT,linear_model,balanced_accuracy,4,0.3,0.8307006660572025,0.05629599018575745,0.8304347826086957,0.05758729688960618
australian,DT,linear_model,log_loss,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,DT,linear_model,log_loss,2,0.2,0.8620608593443908,0.04802415771717354,0.855072463768116,0.04782364703677136
australian,DT,linear_model,log_loss,4,0.3,0.8303360759218144,0.04107241312943586,0.8304347826086957,0.042692852358040004
australian,DT,random,balanced_accuracy,1,0.1,0.5892185799486309,0.13622252469278698,0.627536231884058,0.12049242784278391
australian,DT,random,balanced_accuracy,2,0.2,0.5867561272909321,0.09367097836423427,0.6028985507246377,0.08939156333310436
australian,DT,random,balanced_accuracy,4,0.3,0.7341191066997519,0.12163485852543958,0.7420289855072464,0.11610294790956367
australian,DT,random,log_loss,1,0.1,0.5652202777415002,0.08508930654749002,0.5956521739130435,0.07621528936525755
australian,DT,random,log_loss,2,0.2,0.6609333507465935,0.09292584588537539,0.682608695652174,0.08125425790899443
australian,DT,random,log_loss,4,0.3,0.7050711767010578,0.0856234069434908,0.7086956521739131,0.08295967477305653
australian,KNN,attention,balanced_accuracy,1,0.1,0.6506018458055809,0.053501749095347835,0.672463768115942,0.05075913250845873
australian,KNN,attention,balanced_accuracy,2,0.2,0.6604377258282181,0.06009804736064507,0.6681159420289855,0.05774917295562746
australian,KNN,attention,balanced_accuracy,4,0.3,0.7604033346393277,0.04702751605185515,0.7695652173913043,0.047061174407565444
australian,KNN,attention,log_loss,1,0.1,0.5583383396456402,0.04784818861667035,0.5956521739130435,0.04180907540757251
australian,KNN,attention,log_loss,2,0.2,0.7035472987680118,0.04988072964821378,0.7086956521739131,0.05087394634551024
australian,KNN,attention,log_loss,4,0.3,0.700981672543642,0.07761410973657144,0.7086956521739131,0.07773125502731537
australian,KNN,decision_tree,balanced_accuracy,1,0.1,0.4840065735057246,0.07176027861562487,0.4797101449275362,0.07180050725986176
australian,KNN,decision_tree,balanced_accuracy,2,0.2,0.5366782029515476,0.05376538820445311,0.5420289855072464,0.049831099355469054
australian,KNN,decision_tree,balanced_accuracy,4,0.3,0.6676185190022201,0.11304176132896267,0.6768115942028985,0.11247845912313909
australian,KNN,decision_tree,log_loss,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,KNN,decision_tree,log_loss,2,0.2,0.5367202124417745,0.03459676797609627,0.5840579710144927,0.027370464684474016
australian,KNN,decision_tree,log_loss,4,0.3,0.6475412476600931,0.054752129904617614,0.672463768115942,0.05344663453503121
australian,KNN,f_classif,balanced_accuracy,1,0.1,0.4840065735057246,0.07176027861562487,0.4797101449275362,0.07180050725986176
australian,KNN,f_classif,balanced_accuracy,2,0.2,0.4840065735057246,0.07176027861562487,0.4797101449275362,0.07180050725986176
australian,KNN,f_classif,balanced_accuracy,4,0.3,0.5862461364328937,0.052883609543527846,0.5956521739130435,0.05311813336194573
australian,KNN,f_classif,log_loss,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,KNN,f_classif,log_loss,2,0.2,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,KNN,f_classif,log_loss,4,0.3,0.5920068782377781,0.08222671647857581,0.6014492753623188,0.07915927346943931
australian,KNN,linear_model,balanced_accuracy,1,0.1,0.4840065735057246,0.07176027861562487,0.4797101449275362,0.07180050725986176
australian,KNN,linear_model,balanced_accuracy,2,0.2,0.6962174045535676,0.051776557497145714,0.7202898550724638,0.049760799156784906
australian,KNN,linear_model,balanced_accuracy,4,0.3,0.7418229506769405,0.06118238340547059,0.7579710144927536,0.05996957539587525
australian,KNN,linear_model,log_loss,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,KNN,linear_model,log_loss,2,0.2,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,KNN,linear_model,log_loss,4,0.3,0.6070843672456576,0.04446713251900998,0.6434782608695653,0.044381387740505644
australian,KNN,random,balanced_accuracy,1,0.1,0.5427001436593966,0.10415599163056209,0.5623188405797102,0.10424041707641489
australian,KNN,random,balanced_accuracy,2,0.2,0.6087057594358104,0.13188528669709948,0.6289855072463768,0.12206076674283096
australian,KNN,random,balanced_accuracy,4,0.3,0.7285932262417831,0.07806474988417388,0.7376811594202899,0.07832942664259827
australian,KNN,random,log_loss,1,0.1,0.5586263114361587,0.08918748001394214,0.5942028985507246,0.08339457247165251
australian,KNN,random,log_loss,2,0.2,0.6079870271211527,0.10110111603239536,0.6420289855072464,0.08368789655319901
australian,KNN,random,log_loss,4,0.3,0.7136963998084542,0.08832151367111425,0.7231884057971014,0.08379936899229178
australian,LR,attention,balanced_accuracy,1,0.1,0.6709357450698706,0.06915549292601003,0.6884057971014493,0.06526210669616568
australian,LR,attention,balanced_accuracy,2,0.2,0.6709157198206434,0.07327097390325922,0.6884057971014493,0.06874516652539957
australian,LR,attention,balanced_accuracy,4,0.3,0.7518582125288408,0.0445269803872981,0.763768115942029,0.043236040261380546
australian,LR,attention,log_loss,1,0.1,0.7221864524835662,0.058409201806151154,0.736231884057971,0.05948113612220824
australian,LR,attention,log_loss,2,0.2,0.7346867789821949,0.06722037332604375,0.7434782608695653,0.0669565914493088
australian,LR,attention,log_loss,4,0.3,0.7520819729223804,0.06756541527948337,0.7608695652173914,0.06597343132245248
australian,LR,decision_tree,balanced_accuracy,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,LR,decision_tree,balanced_accuracy,2,0.2,0.6009381393931479,0.07302262773714144,0.627536231884058,0.05957914432201295
australian,LR,decision_tree,balanced_accuracy,4,0.3,0.7264753384702451,0.09061425088890229,0.7318840579710144,0.0891431984891108
australian,LR,decision_tree,log_loss,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,LR,decision_tree,log_loss,2,0.2,0.5743835705890035,0.07471578147872822,0.6043478260869566,0.06337530898012608
australian,LR,decision_tree,log_loss,4,0.3,0.7078179008314832,0.10128365174671924,0.7144927536231884,0.09759171542958056
australian,LR,f_classif,balanced_accuracy,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,LR,f_classif,balanced_accuracy,2,0.2,0.5153717731052196,0.06434750079227379,0.5347826086956522,0.0646152196265612
australian,LR,f_classif,balanced_accuracy,4,0.3,0.6125549606024988,0.06954321220844202,0.627536231884058,0.06765010131955673
australian,LR,f_classif,log_loss,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,LR,f_classif,log_loss,2,0.2,0.5269827173392538,0.04890224695861027,0.5376811594202898,0.05569191415248153
australian,LR,f_classif,log_loss,4,0.3,0.6077748030124941,0.05274853959580936,0.6217391304347826,0.05484740861636704
australian,LR,linear_model,balanced_accuracy,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,LR,linear_model,balanced_accuracy,2,0.2,0.8619733577118976,0.06253596829508438,0.855072463768116,0.06481356456521128
australian,LR,linear_model,balanced_accuracy,4,0.3,0.8613791302076532,0.06301762421671585,0.855072463768116,0.0655297582910654
australian,LR,linear_model,log_loss,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,LR,linear_model,log_loss,2,0.2,0.8620608593443908,0.04802415771717354,0.855072463768116,0.04782364703677136
australian,LR,linear_model,log_loss,4,0.3,0.8642403465238779,0.05017088610298652,0.8579710144927537,0.05011131393194182
australian,LR,random,balanced_accuracy,1,0.1,0.5711009533759958,0.0690358051473501,0.6028985507246377,0.05600532075822004
australian,LR,random,balanced_accuracy,2,0.2,0.671804666753733,0.08261361907332686,0.691304347826087,0.07391462219273244
australian,LR,random,balanced_accuracy,4,0.3,0.7158861172783074,0.09502351226672759,0.7260869565217392,0.08787756977056813
australian,LR,random,log_loss,1,0.1,0.618421052631579,0.10940533116645747,0.644927536231884,0.09121356322946476
australian,LR,random,log_loss,2,0.2,0.6667199947760218,0.10445209731961695,0.6855072463768116,0.09192717560692738
australian,LR,random,log_loss,4,0.3,0.7320131905445997,0.07420550666733194,0.7405797101449275,0.06982305946221161
australian,MLP,attention,balanced_accuracy,1,0.1,0.6673451308171172,0.07196509664899874,0.6869565217391305,0.06770182817914921
australian,MLP,attention,balanced_accuracy,2,0.2,0.6711462278525098,0.06288402529332114,0.6840579710144927,0.05829218600579076
australian,MLP,attention,balanced_accuracy,4,0.3,0.7734454311958556,0.050831919220210624,0.7840579710144928,0.047061174407565416
australian,MLP,attention,log_loss,1,0.1,0.7586685385921379,0.05099383702222001,0.7666666666666667,0.05041312211862634
australian,MLP,attention,log_loss,2,0.2,0.7444732488790213,0.06604372017894189,0.7492753623188406,0.06483156583331712
australian,MLP,attention,log_loss,4,0.3,0.7508752339906839,0.06370992152404788,0.7565217391304347,0.0643800241505611
australian,MLP,decision_tree,balanced_accuracy,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,MLP,decision_tree,balanced_accuracy,2,0.2,0.6121570676069827,0.059952664330363975,0.6304347826086957,0.054762241781423325
australian,MLP,decision_tree,balanced_accuracy,4,0.3,0.7298284793870533,0.06554723502604043,0.736231884057971,0.0654584915399201
australian,MLP,decision_tree,log_loss,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,MLP,decision_tree,log_loss,2,0.2,0.6321762221932001,0.07334979227395741,0.6478260869565217,0.062260767609076964
australian,MLP,decision_tree,log_loss,4,0.3,0.7453632841408733,0.059194639500480414,0.7507246376811594,0.059481136122208254
australian,MLP,f_classif,balanced_accuracy,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,MLP,f_classif,balanced_accuracy,2,0.2,0.509549867223891,0.07133735141681373,0.5202898550724637,0.058151891732576434
australian,MLP,f_classif,balanced_accuracy,4,0.3,0.6136186931348222,0.05200024375040914,0.6318840579710144,0.04840570067584674
australian,MLP,f_classif,log_loss,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,MLP,f_classif,log_loss,2,0.2,0.5102929781028254,0.04761558525404165,0.5434782608695652,0.03998295980011312
australian,MLP,f_classif,log_loss,4,0.3,0.6249660441426146,0.046534831063686014,0.6434782608695653,0.046937034981608186
australian,MLP,linear_model,balanced_accuracy,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,MLP,linear_model,balanced_accuracy,2,0.2,0.8619733577118976,0.06253596829508438,0.855072463768116,0.06481356456521128
australian,MLP,linear_model,balanced_accuracy,4,0.3,0.8439626050237254,0.05475925876416552,0.8391304347826087,0.056523803587550735
australian,MLP,linear_model,log_loss,1,0.1,0.5,0.0,0.5550724637681159,0.007000665094777449
australian,MLP,linear_model,log_loss,2,0.2,0.8620608593443908,0.04802415771717354,0.855072463768116,0.04782364703677136
australian,MLP,linear_model,log_loss,4,0.3,0.8521607679247747,0.0516970203027667,0.8478260869565217,0.05214259213749495
australian,MLP,random,balanced_accuracy,1,0.1,0.6248648295677158,0.09591845638866643,0.6391304347826087,0.09720834359487314
australian,MLP,random,balanced_accuracy,2,0.2,0.7135732009925558,0.12889735946426148,0.7289855072463768,0.11912890674525742
australian,MLP,random,balanced_accuracy,4,0.3,0.801365199599495,0.07251988293723084,0.8028985507246377,0.06665966496873561
australian,MLP,random,log_loss,1,0.1,0.5694876148186844,0.08475001539594947,0.6,0.07236708526018938
australian,MLP,random,log_loss,2,0.2,0.7039351791389142,0.12678196514559795,0.7101449275362318,0.11793773541771693
australian,MLP,random,log_loss,4,0.3,0.7073174872665535,0.10171245672393049,0.7202898550724638,0.0954152142235364
jasmine,DT,attention,balanced_accuracy,14,0.1,0.7074384787472036,0.01753893508241235,0.7074352988709569,0.017539726984879638
jasmine,DT,attention,balanced_accuracy,28,0.2,0.6842595078299776,0.029891079367147876,0.6842921595474849,0.029862619023608955
jasmine,DT,attention,balanced_accuracy,43,0.3,0.7034004474272931,0.03601625895799731,0.7034062086148459,0.036039320119377265
jasmine,DT,attention,log_loss,14,0.1,0.6893624161073826,0.022516531865402773,0.6893504073982626,0.022533119500199802
jasmine,DT,attention,log_loss,28,0.2,0.7034429530201343,0.037349555080989055,0.7034544679131781,0.03735593596057519
jasmine,DT,attention,log_loss,43,0.3,0.7251901565995527,0.02552768005028399,0.7251980875850149,0.025553175536696386
jasmine,DT,decision_tree,balanced_accuracy,14,0.1,0.7607270693512305,0.02093035686432411,0.7607113196112321,0.020831277645616278
jasmine,DT,decision_tree,balanced_accuracy,28,0.2,0.7292192393736018,0.013023488433092551,0.7292226886040718,0.013010504889039294
jasmine,DT,decision_tree,balanced_accuracy,43,0.3,0.7151252796420582,0.029389306863062126,0.7151332181095823,0.029401383966533554
jasmine,DT,decision_tree,log_loss,14,0.1,0.7613758389261746,0.016874598576634064,0.7614060290453637,0.016879229352101635
jasmine,DT,decision_tree,log_loss,28,0.2,0.7345682326621924,0.0359830537822565,0.7345772261004242,0.03599597673794241
jasmine,DT,decision_tree,log_loss,43,0.3,0.6970514541387025,0.02729401594900418,0.6970775066777402,0.027303110072520332
jasmine,DT,f_classif,balanced_accuracy,14,0.1,0.7469843400447427,0.024981746299016526,0.746977621153285,0.02489939536727389
jasmine,DT,f_classif,balanced_accuracy,28,0.2,0.7385771812080536,0.03552029535260671,0.7385917263361093,0.03552127632560791
jasmine,DT,f_classif,balanced_accuracy,43,0.3,0.741586129753915,0.028560410372994314,0.7416141051828242,0.028529898656923687
jasmine,DT,f_classif,log_loss,14,0.1,0.7587472035794184,0.02336763019073745,0.7587192206684474,0.023297018134512702
jasmine,DT,f_classif,log_loss,28,0.2,0.7466353467561522,0.030733705165216688,0.7466420506834863,0.030730189410947576
jasmine,DT,f_classif,log_loss,43,0.3,0.7392595078299776,0.03006416485378826,0.739276334986869,0.030034796454132894
jasmine,DT,linear_model,balanced_accuracy,14,0.1,0.7540201342281879,0.029230415600879633,0.754018989472739,0.029016451862951067
jasmine,DT,linear_model,balanced_accuracy,28,0.2,0.729241610738255,0.024367685852963318,0.7292305447689165,0.0243726478980315
jasmine,DT,linear_model,balanced_accuracy,43,0.3,0.7419463087248321,0.01763343576718684,0.7419575318174676,0.01763214603719728
jasmine,DT,linear_model,log_loss,14,0.1,0.7479709172259508,0.021447835510904747,0.7479899441089988,0.021465794079053125
jasmine,DT,linear_model,log_loss,28,0.2,0.7265615212527965,0.02426750856689688,0.7265560817938991,0.02426290053741506
jasmine,DT,linear_model,log_loss,43,0.3,0.7302170022371365,0.028976516819927158,0.730238378487576,0.028994251601016104
jasmine,DT,random,balanced_accuracy,14,0.1,0.6741968680089485,0.07551968426193505,0.6742362685461606,0.07554464889253647
jasmine,DT,random,balanced_accuracy,28,0.2,0.6856398210290828,0.03803974325866666,0.685608628313618,0.03801112875249943
jasmine,DT,random,balanced_accuracy,43,0.3,0.7097718120805369,0.03662593440706688,0.7097809252317568,0.03661554510168883
jasmine,DT,random,log_loss,14,0.1,0.6669149888143177,0.05883583788982001,0.6668963659626047,0.058779618552321965
jasmine,DT,random,log_loss,28,0.2,0.6970559284116331,0.02685996841786802,0.6970584274202599,0.026880483841924815
jasmine,DT,random,log_loss,43,0.3,0.708082774049217,0.038280136850301384,0.7081232744495073,0.038250406095592965
jasmine,KNN,attention,balanced_accuracy,14,0.1,0.6313982102908278,0.02787284753610358,0.6313786446993334,0.02797194052309053
jasmine,KNN,attention,balanced_accuracy,28,0.2,0.7121006711409396,0.017897913385314553,0.7121254292832933,0.017937638635678627
jasmine,KNN,attention,balanced_accuracy,43,0.3,0.756,0.030735417867682198,0.7560268007452133,0.030822149872976542
jasmine,KNN,attention,log_loss,14,0.1,0.6384317673378076,0.022273747876175896,0.6384256245651052,0.0223640102542706
jasmine,KNN,attention,log_loss,28,0.2,0.7315436241610739,0.017326050233948058,0.7315716818926623,0.017288009419138876
jasmine,KNN,attention,log_loss,43,0.3,0.7580447427293066,0.02610403547057251,0.758045835110323,0.02612008184374112
jasmine,KNN,decision_tree,balanced_accuracy,14,0.1,0.6343154362416108,0.041181226377810666,0.6343942896904671,0.04105399029438066
jasmine,KNN,decision_tree,balanced_accuracy,28,0.2,0.658165548098434,0.019399191118460366,0.6581737783663666,0.019186365646292638
jasmine,KNN,decision_tree,balanced_accuracy,43,0.3,0.7141096196868009,0.029854425801675726,0.7141253843909228,0.029761955430189436
jasmine,KNN,decision_tree,log_loss,14,0.1,0.5716845637583893,0.031900990843717406,0.5717323965792014,0.03185521260019203
jasmine,KNN,decision_tree,log_loss,28,0.2,0.6912595078299776,0.0323418534843167,0.6913694417633722,0.03204755677452203
jasmine,KNN,decision_tree,log_loss,43,0.3,0.7174228187919464,0.027057211272496162,0.7174878229444905,0.027083350175784508
jasmine,KNN,f_classif,balanced_accuracy,14,0.1,0.700069351230425,0.04082869928286923,0.7000774393391843,0.040846146844397566
jasmine,KNN,f_classif,balanced_accuracy,28,0.2,0.6983534675615213,0.021911026143392593,0.6983928531346097,0.021744017689369118
jasmine,KNN,f_classif,balanced_accuracy,43,0.3,0.7617114093959731,0.024923684359374063,0.7617112971650468,0.024880752924961776
jasmine,KNN,f_classif,log_loss,14,0.1,0.687662192393736,0.01802000500489613,0.6876579650288434,0.01802264527965406
jasmine,KNN,f_classif,log_loss,28,0.2,0.7003758389261745,0.02411524916672297,0.7004107651904559,0.024112925312622727
jasmine,KNN,f_classif,log_loss,43,0.3,0.767082774049217,0.026962470931811564,0.767098381630042,0.02690702800252893
jasmine,KNN,linear_model,balanced_accuracy,14,0.1,0.5884742729306488,0.01826079242213981,0.5884783731004916,0.017951024096432046
jasmine,KNN,linear_model,balanced_accuracy,28,0.2,0.6732930648769575,0.02826306284456027,0.6732856725999417,0.02834923848404913
jasmine,KNN,linear_model,balanced_accuracy,43,0.3,0.7691051454138702,0.021884831224376983,0.7691084375210433,0.02190093380252427
jasmine,KNN,linear_model,log_loss,14,0.1,0.6206331096196868,0.023464477406665463,0.6206549796862023,0.023148758596342987
jasmine,KNN,linear_model,log_loss,28,0.2,0.6705503355704698,0.02326429082430565,0.6705663172543825,0.023278999718045746
jasmine,KNN,linear_model,log_loss,43,0.3,0.7684317673378076,0.018120653310722913,0.7684429081277637,0.018010387109409966
jasmine,KNN,random,balanced_accuracy,14,0.1,0.6810111856823265,0.05362527615648898,0.6809802249107764,0.05380110255427147
jasmine,KNN,random,balanced_accuracy,28,0.2,0.6832550335570471,0.07250762198888204,0.6833067720140962,0.07249114238581617
jasmine,KNN,random,balanced_accuracy,43,0.3,0.7402572706935123,0.04129170048963236,0.7402785571592108,0.04130242274572252
jasmine,KNN,random,log_loss,14,0.1,0.654427293064877,0.040365908607712206,0.6544970932190074,0.04040595544248514
jasmine,KNN,random,log_loss,28,0.2,0.7201364653243848,0.031605103043333166,0.7201914659603601,0.03153251359476083
jasmine,KNN,random,log_loss,43,0.3,0.738586129753915,0.02080193108368887,0.7385973378824269,0.020787341130157996
jasmine,LR,attention,balanced_accuracy,14,0.1,0.7235190156599552,0.026873299713803915,0.7235269690916029,0.026661659141232395
jasmine,LR,attention,balanced_accuracy,28,0.2,0.7406017897091723,0.024584401572546044,0.7406085160826917,0.024546374958957517
jasmine,LR,attention,balanced_accuracy,43,0.3,0.7670604026845638,0.025548003097596604,0.7670938923929878,0.02553483984254027
jasmine,LR,attention,log_loss,14,0.1,0.6980268456375839,0.02213661272042665,0.6980572826648112,0.02214155162679278
jasmine,LR,attention,log_loss,28,0.2,0.7613937360178971,0.018394677037458933,0.7614071513546273,0.01834278556758244
jasmine,LR,attention,log_loss,43,0.3,0.7593780760626399,0.02067466152027395,0.7593892392987811,0.020639625351822403
jasmine,LR,decision_tree,balanced_accuracy,14,0.1,0.7704474272930649,0.02188008418079965,0.7704473524724473,0.021840774067886284
jasmine,LR,decision_tree,balanced_accuracy,28,0.2,0.7677651006711409,0.021580264153849157,0.7677650333325852,0.02155714839475175
jasmine,LR,decision_tree,balanced_accuracy,43,0.3,0.786834451901566,0.023687222930743875,0.7868667369980471,0.023716534979105107
jasmine,LR,decision_tree,log_loss,14,0.1,0.7714295302013422,0.02492929776539024,0.771459675428161,0.024814383419999978
jasmine,LR,decision_tree,log_loss,28,0.2,0.7727941834451901,0.027708962801862663,0.7728109357814639,0.027611106138933687
jasmine,LR,decision_tree,log_loss,43,0.3,0.7734429530201343,0.018235781869258505,0.7734775874840071,0.018091163650087724
jasmine,LR,f_classif,balanced_accuracy,14,0.1,0.7342304250559284,0.030633271626807995,0.7342472671769433,0.03059252079013175
jasmine,LR,f_classif,balanced_accuracy,28,0.2,0.7503109619686801,0.027550885236288833,0.7503355704697987,0.027532791329578473
jasmine,LR,f_classif,balanced_accuracy,43,0.3,0.7751051454138702,0.027002200684893802,0.775129626719939,0.02699125660012613
jasmine,LR,f_classif,log_loss,14,0.1,0.734917225950783,0.020285327470636192,0.7349251419721219,0.02024900969105131
jasmine,LR,f_classif,log_loss,28,0.2,0.7496398210290828,0.017071745388203132,0.7496599402931472,0.017100377609915642
jasmine,LR,f_classif,log_loss,43,0.3,0.7667248322147652,0.02620130560748526,0.7667661780880339,0.026165441351159273
jasmine,LR,linear_model,balanced_accuracy,14,0.1,0.7325369127516778,0.02729555495297329,0.732554824807524,0.027337869997935672
jasmine,LR,linear_model,balanced_accuracy,28,0.2,0.7442438478747204,0.026689010007196555,0.7442919350856322,0.026756309718581534
jasmine,LR,linear_model,balanced_accuracy,43,0.3,0.7650715883668904,0.0352561193790553,0.7650838365019865,0.035226726431987716
jasmine,LR,linear_model,log_loss,14,0.1,0.733241610738255,0.021780824785939647,0.7332618796435545,0.02178013620017952
jasmine,LR,linear_model,log_loss,28,0.2,0.7442953020134229,0.022339029577361072,0.7443312159098561,0.022356744331329788
jasmine,LR,linear_model,log_loss,43,0.3,0.7623758389261746,0.024303622443347262,0.7624161073825503,0.0242615920449764
jasmine,LR,random,balanced_accuracy,14,0.1,0.7141230425055929,0.047185660135327955,0.7141478305761936,0.04696794765575283
jasmine,LR,random,balanced_accuracy,28,0.2,0.7419194630872483,0.0331455200360794,0.741924984848825,0.03315495069183115
jasmine,LR,random,balanced_accuracy,43,0.3,0.7590246085011186,0.025744098806798663,0.7590312226437117,0.02574340257626109
jasmine,LR,random,log_loss,14,0.1,0.7158299776286353,0.023086400950214123,0.7158167044510785,0.023021336863585963
jasmine,LR,random,log_loss,28,0.2,0.7520246085011186,0.02687145218780278,0.7520347466947992,0.026933337035211627
jasmine,LR,random,log_loss,43,0.3,0.7640805369127517,0.03210900452336609,0.7640917151130165,0.032044930872001484
jasmine,MLP,attention,balanced_accuracy,14,0.1,0.7288657718120806,0.01521079902005547,0.7288815065879554,0.014970951021138764
jasmine,MLP,attention,balanced_accuracy,28,0.2,0.7328680089485459,0.018373826343364947,0.732901618369958,0.018412641030776198
jasmine,MLP,attention,balanced_accuracy,43,0.3,0.745337807606264,0.026942676551256636,0.7453166034432448,0.02695232066445236
jasmine,MLP,attention,log_loss,14,0.1,0.7315615212527964,0.017977657958996425,0.7315806603667706,0.017954901483333185
jasmine,MLP,attention,log_loss,28,0.2,0.7446420581655481,0.025981249847681073,0.74465893021481,0.026050197941034806
jasmine,MLP,attention,log_loss,43,0.3,0.7567181208053692,0.01631714320567578,0.7567035532311284,0.01632498588024867
jasmine,MLP,decision_tree,balanced_accuracy,14,0.1,0.7757852348993288,0.02247580938464586,0.7758030122780634,0.022483324929012838
jasmine,MLP,decision_tree,balanced_accuracy,28,0.2,0.7774563758389262,0.024896192047408193,0.7774685192251577,0.024904786313477943
jasmine,MLP,decision_tree,balanced_accuracy,43,0.3,0.7717628635346756,0.023916166066489553,0.7717694327848983,0.023932774114901727
jasmine,MLP,decision_tree,log_loss,14,0.1,0.775145413870246,0.024633417887437788,0.7751475836681556,0.024544286809006034
jasmine,MLP,decision_tree,log_loss,28,0.2,0.7751163310961969,0.016324390391127805,0.7751430944311014,0.016313704279859672
jasmine,MLP,decision_tree,log_loss,43,0.3,0.7747002237136466,0.022391625053874223,0.7748064016520393,0.02239527495489266
jasmine,MLP,f_classif,balanced_accuracy,14,0.1,0.782178970917226,0.02410335304277496,0.7821698727301295,0.023992176588021993
jasmine,MLP,f_classif,balanced_accuracy,28,0.2,0.7865771812080536,0.022190759924784538,0.7865199434356132,0.02210115193285157
jasmine,MLP,f_classif,balanced_accuracy,43,0.3,0.7905145413870246,0.0215003777185175,0.7905355659805616,0.021486323554198616
