dataset,model,selection_method,opt_metric,n_features_selected,features_percent,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std
sylvine,LR,random,balanced_accuracy,2,0.1,0.5938290369649806,0.17222602254726407,0.5938554611354776,0.1722284324627955
sylvine,LR,random,balanced_accuracy,4,0.2,0.6238790430447471,0.156251604015235,0.6239008436890838,0.15622464611511971
sylvine,LR,random,balanced_accuracy,6,0.3,0.7095444734922178,0.18342482336798133,0.7095703125,0.18343031558679115
sylvine,LR,random,log_loss,2,0.1,0.5361350924124514,0.04473438817528652,0.5361004507797271,0.04475735866021669
sylvine,LR,random,log_loss,4,0.2,0.6554155520428016,0.17957770663692846,0.6553579586988304,0.17960260354919957
sylvine,LR,random,log_loss,6,0.3,0.6128807453793774,0.1643030959311916,0.6129043311403508,0.164307237578027
sylvine,MLP,attention,balanced_accuracy,2,0.1,0.8871967716439689,0.011918725941662718,0.8871935154727095,0.011952437337592691
sylvine,MLP,attention,balanced_accuracy,4,0.2,0.896559612110895,0.012885834264488137,0.8965639467592592,0.012898452255138285
sylvine,MLP,attention,balanced_accuracy,6,0.3,0.9219373176070039,0.010033287350004475,0.9219362969054581,0.01003068588311129
sylvine,MLP,attention,log_loss,2,0.1,0.9246678927529184,0.010721159144720568,0.9246695297270955,0.01072379384763104
sylvine,MLP,attention,log_loss,4,0.2,0.93208140807393,0.009404218437637881,0.9320815058479532,0.00939399865271538
sylvine,MLP,attention,log_loss,6,0.3,0.932478872811284,0.014384667297804887,0.9324744152046783,0.014373041669955186
sylvine,MLP,decision_tree,balanced_accuracy,2,0.1,0.9219342777237355,0.011715703697095053,0.9219347740009747,0.011724434369188758
sylvine,MLP,decision_tree,balanced_accuracy,4,0.2,0.9371580131322957,0.008888457157229813,0.9371565850389864,0.008881673156418728
sylvine,MLP,decision_tree,balanced_accuracy,6,0.3,0.9447721607490273,0.009389306392450005,0.944769584551657,0.009385978905338942
sylvine,MLP,decision_tree,log_loss,2,0.1,0.9207646826361868,0.01492800928308876,0.9207632797270955,0.014929189891206465
sylvine,MLP,decision_tree,log_loss,4,0.2,0.9375455982490273,0.013503755006222985,0.9375468293128655,0.013496090202107531
sylvine,MLP,decision_tree,log_loss,6,0.3,0.945747203307393,0.013079650372271509,0.9457438626949317,0.01307231315917305
sylvine,MLP,f_classif,balanced_accuracy,2,0.1,0.912367005107004,0.01451960281789965,0.9123675073099415,0.014516662100300236
sylvine,MLP,f_classif,balanced_accuracy,4,0.2,0.9266141780155642,0.01255828426635341,0.9266142787524366,0.012561962158134016
sylvine,MLP,f_classif,balanced_accuracy,6,0.3,0.9357870257782102,0.014409954852273102,0.9357882553606238,0.014412448552232225
sylvine,MLP,f_classif,log_loss,2,0.1,0.9113919625486382,0.011305583169600753,0.9113939906189084,0.01129748115894712
sylvine,MLP,f_classif,log_loss,4,0.2,0.9281789579280156,0.015477547928235563,0.9281802052875243,0.01546911957674407
sylvine,MLP,f_classif,log_loss,6,0.3,0.93755015807393,0.01258031408863216,0.9375475907651072,0.012580274454203271
sylvine,MLP,linear_model,balanced_accuracy,2,0.1,0.9191976228112841,0.013692021631338747,0.9192030640838207,0.013691726612565923
sylvine,MLP,linear_model,balanced_accuracy,4,0.2,0.92270640807393,0.010666340874181321,0.9227141203703704,0.010677472819447212
sylvine,MLP,linear_model,balanced_accuracy,6,0.3,0.9262197531614786,0.011995758955600035,0.926228222465887,0.012000834283375643
sylvine,MLP,linear_model,log_loss,2,0.1,0.9199750729571985,0.01736028130040275,0.9199812682748538,0.017343919475699045
sylvine,MLP,linear_model,log_loss,4,0.2,0.924079675340467,0.017186838350721195,0.9240816885964913,0.017181294949020248
sylvine,MLP,linear_model,log_loss,6,0.3,0.9270040430447472,0.016086446077143487,0.9270075688352826,0.016083090957354742
sylvine,MLP,random,balanced_accuracy,2,0.1,0.5365234375,0.03758807764527738,0.5364891721491227,0.03754504985433377
sylvine,MLP,random,balanced_accuracy,4,0.2,0.784009454036965,0.16857686930947516,0.783973714668616,0.16862140160014108
sylvine,MLP,random,balanced_accuracy,6,0.3,0.7462997020914397,0.12511466666494178,0.7463001035575049,0.12514479190557865
sylvine,MLP,random,log_loss,2,0.1,0.5952760214007782,0.12253370226834913,0.5952241715399611,0.12252870672263211
sylvine,MLP,random,log_loss,4,0.2,0.6459326361867704,0.1608369287711686,0.6459570693226121,0.16083336212848187
sylvine,MLP,random,log_loss,6,0.3,0.6941900231031128,0.1262903311203544,0.6942190545808967,0.1262892014184173
adult,DT,attention,balanced_accuracy,14,1.0,0.7512346187252961,0.007072333869796282,0.8161830244685925,0.006911981106445565
adult,KNN,attention,balanced_accuracy,14,1.0,0.7545346729565672,0.006068432188410952,0.8350804288982385,0.004031449090309594
adult,LR,attention,balanced_accuracy,14,1.0,0.7660758056169137,0.013296887687363214,0.8524627740236748,0.00687279158587354
adult,MLP,attention,balanced_accuracy,14,1.0,0.7712750055654107,0.00894092634709894,0.8453382297343403,0.005722647467130166
anneal,DT,attention,balanced_accuracy,32,1.0,0.9504117647058823,0.08222260928657708,0.9921972534332084,0.00919151622787976
anneal,KNN,attention,balanced_accuracy,32,1.0,0.8479321337230544,0.11751652116048471,0.959912609238452,0.015039242587548603
anneal,LR,attention,balanced_accuracy,32,1.0,0.9351731315714691,0.06624034015375703,0.9732334581772785,0.014217624969847315
anneal,MLP,attention,balanced_accuracy,32,1.0,0.9378935066780336,0.07440367571250467,0.9776779026217228,0.015871043452151515
australian,DT,attention,balanced_accuracy,14,1.0,0.7955158678333552,0.04579878173428284,0.7985507246376812,0.04605869154223394
australian,KNN,attention,balanced_accuracy,14,1.0,0.848277175569196,0.0450819319929651,0.8536231884057971,0.04345141414834563
australian,LR,attention,balanced_accuracy,14,1.0,0.8576855600539812,0.04574997555018341,0.8579710144927537,0.04673772607709304
australian,MLP,attention,balanced_accuracy,14,1.0,0.8694264507422401,0.044647319357871126,0.8710144927536232,0.0450338983050103
jasmine,DT,attention,balanced_accuracy,144,1.0,0.7322460850111857,0.03725370178498297,0.7322237435747795,0.037248613245208714
jasmine,KNN,attention,balanced_accuracy,144,1.0,0.7784832214765101,0.02034227803841718,0.7784830867993985,0.020345198198205704
jasmine,LR,attention,balanced_accuracy,144,1.0,0.7834966442953021,0.02268941710952774,0.7835211330834324,0.022662750722442344
jasmine,MLP,attention,balanced_accuracy,144,1.0,0.7808389261744966,0.023961195420292267,0.7808287131601984,0.023965799009611106
kr-vs-kp,DT,attention,balanced_accuracy,36,1.0,0.9968337036869105,0.0029646472844809,0.9968710815047022,0.002950904195521722
kr-vs-kp,KNN,attention,balanced_accuracy,36,1.0,0.9361757638440155,0.012558496128538939,0.9386794670846396,0.012233442711355003
kr-vs-kp,LR,attention,balanced_accuracy,36,1.0,0.9647085913529848,0.008975936146167535,0.9646404780564263,0.009223425507631094
kr-vs-kp,MLP,attention,balanced_accuracy,36,1.0,0.9949818114029938,0.004218659232101313,0.9949941222570533,0.004226826749504569
sylvine,DT,attention,balanced_accuracy,20,1.0,0.9125645975194553,0.00935174924207316,0.9125704343323587,0.009350788623267114
sylvine,KNN,attention,balanced_accuracy,20,1.0,0.8321543652723735,0.010730099468691504,0.8321587932504872,0.010788496451330667
sylvine,LR,attention,balanced_accuracy,20,1.0,0.9125607976653697,0.009407688537145428,0.9125647234405457,0.009408066979897378
sylvine,MLP,attention,balanced_accuracy,20,1.0,0.9303228356031129,0.0065824053389310355,0.9303259777046783,0.006591901641499898
adult,DT,attention,log_loss,14,1.0,0.7491822108822553,0.0056968349426109255,0.8141764137823504,0.002887600613478478
adult,KNN,attention,log_loss,14,1.0,0.7527448902675491,0.008443180800214077,0.8341385402337297,0.007006657416651822
adult,LR,attention,log_loss,14,1.0,0.766551994184099,0.0066366680505281364,0.8526472797353042,0.0033685666960504884
adult,MLP,attention,log_loss,14,1.0,0.7723360505298408,0.009602987300025762,0.8431062261666151,0.0035651310874265474
anneal,DT,attention,log_loss,32,1.0,0.9635735294117648,0.06177217703024351,0.9899875156054933,0.011050675648008362
anneal,KNN,attention,log_loss,32,1.0,0.8509975845410628,0.09414789689723455,0.9565667915106116,0.009743774660070374
anneal,LR,attention,log_loss,32,1.0,0.9389793265132139,0.06627874591237357,0.9766292134831461,0.01612778904983391
anneal,MLP,attention,log_loss,32,1.0,0.9429697357203752,0.07419602337238948,0.9788514357053684,0.016095048303588398
australian,DT,attention,log_loss,14,1.0,0.8095063340733969,0.03242101051612768,0.8101449275362318,0.030130369332391643
australian,KNN,attention,log_loss,14,1.0,0.8582170998215141,0.05137632483134558,0.8623188405797102,0.04985451072596689
australian,LR,attention,log_loss,14,1.0,0.8525297113752123,0.05377706353976186,0.8536231884057971,0.05178329351057628
australian,MLP,attention,log_loss,14,1.0,0.8573007270036133,0.04255493714590791,0.8594202898550725,0.04158519655392722
jasmine,DT,attention,log_loss,144,1.0,0.7453288590604027,0.025819421183751717,0.7453199703710355,0.025805823121344773
jasmine,KNN,attention,log_loss,144,1.0,0.7851856823266219,0.028434544831762325,0.7851922515768446,0.028387549600569252
jasmine,LR,attention,log_loss,144,1.0,0.7811610738255034,0.019934565152297468,0.781176629031896,0.019960353041182287
jasmine,MLP,attention,log_loss,144,1.0,0.7798098434004475,0.022219510091793574,0.7798287356063838,0.022222147303091338
kr-vs-kp,DT,attention,log_loss,36,1.0,0.9949039228045458,0.003970257776384076,0.9949941222570533,0.003953199896284116
kr-vs-kp,KNN,attention,log_loss,36,1.0,0.9279841221482334,0.016783578355947605,0.9308512931034484,0.01604710810057838
kr-vs-kp,LR,attention,log_loss,36,1.0,0.9636793031801044,0.009723613174063844,0.9637039576802507,0.00990897388873744
kr-vs-kp,MLP,attention,log_loss,36,1.0,0.9949864577297219,0.0029984798565092477,0.9949951018808777,0.0030201747607616
sylvine,DT,attention,log_loss,20,1.0,0.9135426799610895,0.015789665098860654,0.9135397630360623,0.015781297695382772
sylvine,KNN,attention,log_loss,20,1.0,0.8264986624513618,0.019860800099053198,0.826506152534113,0.019843237539669448
sylvine,LR,attention,log_loss,20,1.0,0.9133481274319066,0.012259445601694542,0.9133474963450292,0.01225701489609807
sylvine,MLP,attention,log_loss,20,1.0,0.92758922057393,0.01704697210728931,0.9275896990740741,0.01704872392029122
adult,DT,decision_tree,balanced_accuracy,14,1.0,0.7512346187252961,0.007072333869796282,0.8161830244685925,0.006911981106445565
adult,KNN,decision_tree,balanced_accuracy,14,1.0,0.7545346729565672,0.006068432188410952,0.8350804288982385,0.004031449090309594
adult,LR,decision_tree,balanced_accuracy,14,1.0,0.7660758056169137,0.013296887687363214,0.8524627740236748,0.00687279158587354
adult,MLP,decision_tree,balanced_accuracy,14,1.0,0.7712750055654107,0.00894092634709894,0.8453382297343403,0.005722647467130166
anneal,DT,decision_tree,balanced_accuracy,32,1.0,0.9504117647058823,0.08222260928657708,0.9921972534332084,0.00919151622787976
anneal,KNN,decision_tree,balanced_accuracy,32,1.0,0.8479321337230544,0.11751652116048471,0.959912609238452,0.015039242587548603
anneal,LR,decision_tree,balanced_accuracy,32,1.0,0.9351731315714691,0.06624034015375703,0.9732334581772785,0.014217624969847315
anneal,MLP,decision_tree,balanced_accuracy,32,1.0,0.9378935066780336,0.07440367571250467,0.9776779026217228,0.015871043452151515
australian,DT,decision_tree,balanced_accuracy,14,1.0,0.7955158678333552,0.04579878173428284,0.7985507246376812,0.04605869154223394
australian,KNN,decision_tree,balanced_accuracy,14,1.0,0.848277175569196,0.0450819319929651,0.8536231884057971,0.04345141414834563
australian,LR,decision_tree,balanced_accuracy,14,1.0,0.8576855600539812,0.04574997555018341,0.8579710144927537,0.04673772607709304
australian,MLP,decision_tree,balanced_accuracy,14,1.0,0.8694264507422401,0.044647319357871126,0.8710144927536232,0.0450338983050103
jasmine,DT,decision_tree,balanced_accuracy,144,1.0,0.7322460850111857,0.03725370178498297,0.7322237435747795,0.037248613245208714
jasmine,KNN,decision_tree,balanced_accuracy,144,1.0,0.7784832214765101,0.02034227803841718,0.7784830867993985,0.020345198198205704
jasmine,LR,decision_tree,balanced_accuracy,144,1.0,0.7834966442953021,0.02268941710952774,0.7835211330834324,0.022662750722442344
jasmine,MLP,decision_tree,balanced_accuracy,144,1.0,0.7808389261744966,0.023961195420292267,0.7808287131601984,0.023965799009611106
kr-vs-kp,DT,decision_tree,balanced_accuracy,36,1.0,0.9968337036869105,0.0029646472844809,0.9968710815047022,0.002950904195521722
kr-vs-kp,KNN,decision_tree,balanced_accuracy,36,1.0,0.9361757638440155,0.012558496128538939,0.9386794670846396,0.012233442711355003
kr-vs-kp,LR,decision_tree,balanced_accuracy,36,1.0,0.9647085913529848,0.008975936146167535,0.9646404780564263,0.009223425507631094
kr-vs-kp,MLP,decision_tree,balanced_accuracy,36,1.0,0.9949818114029938,0.004218659232101313,0.9949941222570533,0.004226826749504569
sylvine,DT,decision_tree,balanced_accuracy,20,1.0,0.9125645975194553,0.00935174924207316,0.9125704343323587,0.009350788623267114
sylvine,KNN,decision_tree,balanced_accuracy,20,1.0,0.8321543652723735,0.010730099468691504,0.8321587932504872,0.010788496451330667
sylvine,LR,decision_tree,balanced_accuracy,20,1.0,0.9125607976653697,0.009407688537145428,0.9125647234405457,0.009408066979897378
sylvine,MLP,decision_tree,balanced_accuracy,20,1.0,0.9303228356031129,0.0065824053389310355,0.9303259777046783,0.006591901641499898
adult,DT,decision_tree,log_loss,14,1.0,0.7491822108822553,0.0056968349426109255,0.8141764137823504,0.002887600613478478
adult,KNN,decision_tree,log_loss,14,1.0,0.7527448902675491,0.008443180800214077,0.8341385402337297,0.007006657416651822
adult,LR,decision_tree,log_loss,14,1.0,0.766551994184099,0.0066366680505281364,0.8526472797353042,0.0033685666960504884
adult,MLP,decision_tree,log_loss,14,1.0,0.7723360505298408,0.009602987300025762,0.8431062261666151,0.0035651310874265474
anneal,DT,decision_tree,log_loss,32,1.0,0.9635735294117648,0.06177217703024351,0.9899875156054933,0.011050675648008362
anneal,KNN,decision_tree,log_loss,32,1.0,0.8509975845410628,0.09414789689723455,0.9565667915106116,0.009743774660070374
anneal,LR,decision_tree,log_loss,32,1.0,0.9389793265132139,0.06627874591237357,0.9766292134831461,0.01612778904983391
anneal,MLP,decision_tree,log_loss,32,1.0,0.9429697357203752,0.07419602337238948,0.9788514357053684,0.016095048303588398
australian,DT,decision_tree,log_loss,14,1.0,0.8095063340733969,0.03242101051612768,0.8101449275362318,0.030130369332391643
australian,KNN,decision_tree,log_loss,14,1.0,0.8582170998215141,0.05137632483134558,0.8623188405797102,0.04985451072596689
australian,LR,decision_tree,log_loss,14,1.0,0.8525297113752123,0.05377706353976186,0.8536231884057971,0.05178329351057628
australian,MLP,decision_tree,log_loss,14,1.0,0.8573007270036133,0.04255493714590791,0.8594202898550725,0.04158519655392722
jasmine,DT,decision_tree,log_loss,144,1.0,0.7453288590604027,0.025819421183751717,0.7453199703710355,0.025805823121344773
jasmine,KNN,decision_tree,log_loss,144,1.0,0.7851856823266219,0.028434544831762325,0.7851922515768446,0.028387549600569252
jasmine,LR,decision_tree,log_loss,144,1.0,0.7811610738255034,0.019934565152297468,0.781176629031896,0.019960353041182287
jasmine,MLP,decision_tree,log_loss,144,1.0,0.7798098434004475,0.022219510091793574,0.7798287356063838,0.022222147303091338
kr-vs-kp,DT,decision_tree,log_loss,36,1.0,0.9949039228045458,0.003970257776384076,0.9949941222570533,0.003953199896284116
kr-vs-kp,KNN,decision_tree,log_loss,36,1.0,0.9279841221482334,0.016783578355947605,0.9308512931034484,0.01604710810057838
kr-vs-kp,LR,decision_tree,log_loss,36,1.0,0.9636793031801044,0.009723613174063844,0.9637039576802507,0.00990897388873744
kr-vs-kp,MLP,decision_tree,log_loss,36,1.0,0.9949864577297219,0.0029984798565092477,0.9949951018808777,0.0030201747607616
sylvine,DT,decision_tree,log_loss,20,1.0,0.9135426799610895,0.015789665098860654,0.9135397630360623,0.015781297695382772
sylvine,KNN,decision_tree,log_loss,20,1.0,0.8264986624513618,0.019860800099053198,0.826506152534113,0.019843237539669448
sylvine,LR,decision_tree,log_loss,20,1.0,0.9133481274319066,0.012259445601694542,0.9133474963450292,0.01225701489609807
sylvine,MLP,decision_tree,log_loss,20,1.0,0.92758922057393,0.01704697210728931,0.9275896990740741,0.01704872392029122
adult,DT,f_classif,balanced_accuracy,14,1.0,0.7512346187252961,0.007072333869796282,0.8161830244685925,0.006911981106445565
adult,KNN,f_classif,balanced_accuracy,14,1.0,0.7545346729565672,0.006068432188410952,0.8350804288982385,0.004031449090309594
adult,LR,f_classif,balanced_accuracy,14,1.0,0.7660758056169137,0.013296887687363214,0.8524627740236748,0.00687279158587354
adult,MLP,f_classif,balanced_accuracy,14,1.0,0.7712750055654107,0.00894092634709894,0.8453382297343403,0.005722647467130166
anneal,DT,f_classif,balanced_accuracy,32,1.0,0.9504117647058823,0.08222260928657708,0.9921972534332084,0.00919151622787976
anneal,KNN,f_classif,balanced_accuracy,32,1.0,0.8479321337230544,0.11751652116048471,0.959912609238452,0.015039242587548603
anneal,LR,f_classif,balanced_accuracy,32,1.0,0.9351731315714691,0.06624034015375703,0.9732334581772785,0.014217624969847315
anneal,MLP,f_classif,balanced_accuracy,32,1.0,0.9378935066780336,0.07440367571250467,0.9776779026217228,0.015871043452151515
australian,DT,f_classif,balanced_accuracy,14,1.0,0.7955158678333552,0.04579878173428284,0.7985507246376812,0.04605869154223394
australian,KNN,f_classif,balanced_accuracy,14,1.0,0.848277175569196,0.0450819319929651,0.8536231884057971,0.04345141414834563
australian,LR,f_classif,balanced_accuracy,14,1.0,0.8576855600539812,0.04574997555018341,0.8579710144927537,0.04673772607709304
australian,MLP,f_classif,balanced_accuracy,14,1.0,0.8694264507422401,0.044647319357871126,0.8710144927536232,0.0450338983050103
jasmine,DT,f_classif,balanced_accuracy,144,1.0,0.7322460850111857,0.03725370178498297,0.7322237435747795,0.037248613245208714
jasmine,KNN,f_classif,balanced_accuracy,144,1.0,0.7784832214765101,0.02034227803841718,0.7784830867993985,0.020345198198205704
jasmine,LR,f_classif,balanced_accuracy,144,1.0,0.7834966442953021,0.02268941710952774,0.7835211330834324,0.022662750722442344
jasmine,MLP,f_classif,balanced_accuracy,144,1.0,0.7808389261744966,0.023961195420292267,0.7808287131601984,0.023965799009611106
kr-vs-kp,DT,f_classif,balanced_accuracy,36,1.0,0.9968337036869105,0.0029646472844809,0.9968710815047022,0.002950904195521722
kr-vs-kp,KNN,f_classif,balanced_accuracy,36,1.0,0.9361757638440155,0.012558496128538939,0.9386794670846396,0.012233442711355003
kr-vs-kp,LR,f_classif,balanced_accuracy,36,1.0,0.9647085913529848,0.008975936146167535,0.9646404780564263,0.009223425507631094
kr-vs-kp,MLP,f_classif,balanced_accuracy,36,1.0,0.9949818114029938,0.004218659232101313,0.9949941222570533,0.004226826749504569
sylvine,DT,f_classif,balanced_accuracy,20,1.0,0.9125645975194553,0.00935174924207316,0.9125704343323587,0.009350788623267114
sylvine,KNN,f_classif,balanced_accuracy,20,1.0,0.8321543652723735,0.010730099468691504,0.8321587932504872,0.010788496451330667
sylvine,LR,f_classif,balanced_accuracy,20,1.0,0.9125607976653697,0.009407688537145428,0.9125647234405457,0.009408066979897378
sylvine,MLP,f_classif,balanced_accuracy,20,1.0,0.9303228356031129,0.0065824053389310355,0.9303259777046783,0.006591901641499898
adult,DT,f_classif,log_loss,14,1.0,0.7491822108822553,0.0056968349426109255,0.8141764137823504,0.002887600613478478
adult,KNN,f_classif,log_loss,14,1.0,0.7527448902675491,0.008443180800214077,0.8341385402337297,0.007006657416651822
adult,LR,f_classif,log_loss,14,1.0,0.766551994184099,0.0066366680505281364,0.8526472797353042,0.0033685666960504884
adult,MLP,f_classif,log_loss,14,1.0,0.7723360505298408,0.009602987300025762,0.8431062261666151,0.0035651310874265474
anneal,DT,f_classif,log_loss,32,1.0,0.9635735294117648,0.06177217703024351,0.9899875156054933,0.011050675648008362
anneal,KNN,f_classif,log_loss,32,1.0,0.8509975845410628,0.09414789689723455,0.9565667915106116,0.009743774660070374
anneal,LR,f_classif,log_loss,32,1.0,0.9389793265132139,0.06627874591237357,0.9766292134831461,0.01612778904983391
anneal,MLP,f_classif,log_loss,32,1.0,0.9429697357203752,0.07419602337238948,0.9788514357053684,0.016095048303588398
australian,DT,f_classif,log_loss,14,1.0,0.8095063340733969,0.03242101051612768,0.8101449275362318,0.030130369332391643
australian,KNN,f_classif,log_loss,14,1.0,0.8582170998215141,0.05137632483134558,0.8623188405797102,0.04985451072596689
australian,LR,f_classif,log_loss,14,1.0,0.8525297113752123,0.05377706353976186,0.8536231884057971,0.05178329351057628
australian,MLP,f_classif,log_loss,14,1.0,0.8573007270036133,0.04255493714590791,0.8594202898550725,0.04158519655392722
jasmine,DT,f_classif,log_loss,144,1.0,0.7453288590604027,0.025819421183751717,0.7453199703710355,0.025805823121344773
jasmine,KNN,f_classif,log_loss,144,1.0,0.7851856823266219,0.028434544831762325,0.7851922515768446,0.028387549600569252
jasmine,LR,f_classif,log_loss,144,1.0,0.7811610738255034,0.019934565152297468,0.781176629031896,0.019960353041182287
jasmine,MLP,f_classif,log_loss,144,1.0,0.7798098434004475,0.022219510091793574,0.7798287356063838,0.022222147303091338
kr-vs-kp,DT,f_classif,log_loss,36,1.0,0.9949039228045458,0.003970257776384076,0.9949941222570533,0.003953199896284116
kr-vs-kp,KNN,f_classif,log_loss,36,1.0,0.9279841221482334,0.016783578355947605,0.9308512931034484,0.01604710810057838
kr-vs-kp,LR,f_classif,log_loss,36,1.0,0.9636793031801044,0.009723613174063844,0.9637039576802507,0.00990897388873744
kr-vs-kp,MLP,f_classif,log_loss,36,1.0,0.9949864577297219,0.0029984798565092477,0.9949951018808777,0.0030201747607616
sylvine,DT,f_classif,log_loss,20,1.0,0.9135426799610895,0.015789665098860654,0.9135397630360623,0.015781297695382772
sylvine,KNN,f_classif,log_loss,20,1.0,0.8264986624513618,0.019860800099053198,0.826506152534113,0.019843237539669448
sylvine,LR,f_classif,log_loss,20,1.0,0.9133481274319066,0.012259445601694542,0.9133474963450292,0.01225701489609807
sylvine,MLP,f_classif,log_loss,20,1.0,0.92758922057393,0.01704697210728931,0.9275896990740741,0.01704872392029122
adult,DT,linear_model,balanced_accuracy,14,1.0,0.7512346187252961,0.007072333869796282,0.8161830244685925,0.006911981106445565
adult,KNN,linear_model,balanced_accuracy,14,1.0,0.7545346729565672,0.006068432188410952,0.8350804288982385,0.004031449090309594
adult,LR,linear_model,balanced_accuracy,14,1.0,0.7660758056169137,0.013296887687363214,0.8524627740236748,0.00687279158587354
adult,MLP,linear_model,balanced_accuracy,14,1.0,0.7712750055654107,0.00894092634709894,0.8453382297343403,0.005722647467130166
anneal,DT,linear_model,balanced_accuracy,32,1.0,0.9504117647058823,0.08222260928657708,0.9921972534332084,0.00919151622787976
anneal,KNN,linear_model,balanced_accuracy,32,1.0,0.8479321337230544,0.11751652116048471,0.959912609238452,0.015039242587548603
anneal,LR,linear_model,balanced_accuracy,32,1.0,0.9351731315714691,0.06624034015375703,0.9732334581772785,0.014217624969847315
anneal,MLP,linear_model,balanced_accuracy,32,1.0,0.9378935066780336,0.07440367571250467,0.9776779026217228,0.015871043452151515
australian,DT,linear_model,balanced_accuracy,14,1.0,0.7955158678333552,0.04579878173428284,0.7985507246376812,0.04605869154223394
australian,KNN,linear_model,balanced_accuracy,14,1.0,0.848277175569196,0.0450819319929651,0.8536231884057971,0.04345141414834563
australian,LR,linear_model,balanced_accuracy,14,1.0,0.8576855600539812,0.04574997555018341,0.8579710144927537,0.04673772607709304
australian,MLP,linear_model,balanced_accuracy,14,1.0,0.8694264507422401,0.044647319357871126,0.8710144927536232,0.0450338983050103
jasmine,DT,linear_model,balanced_accuracy,144,1.0,0.7322460850111857,0.03725370178498297,0.7322237435747795,0.037248613245208714
jasmine,KNN,linear_model,balanced_accuracy,144,1.0,0.7784832214765101,0.02034227803841718,0.7784830867993985,0.020345198198205704
jasmine,LR,linear_model,balanced_accuracy,144,1.0,0.7834966442953021,0.02268941710952774,0.7835211330834324,0.022662750722442344
jasmine,MLP,linear_model,balanced_accuracy,144,1.0,0.7808389261744966,0.023961195420292267,0.7808287131601984,0.023965799009611106
kr-vs-kp,DT,linear_model,balanced_accuracy,36,1.0,0.9968337036869105,0.0029646472844809,0.9968710815047022,0.002950904195521722
kr-vs-kp,KNN,linear_model,balanced_accuracy,36,1.0,0.9361757638440155,0.012558496128538939,0.9386794670846396,0.012233442711355003
kr-vs-kp,LR,linear_model,balanced_accuracy,36,1.0,0.9647085913529848,0.008975936146167535,0.9646404780564263,0.009223425507631094
kr-vs-kp,MLP,linear_model,balanced_accuracy,36,1.0,0.9949818114029938,0.004218659232101313,0.9949941222570533,0.004226826749504569
sylvine,DT,linear_model,balanced_accuracy,20,1.0,0.9125645975194553,0.00935174924207316,0.9125704343323587,0.009350788623267114
sylvine,KNN,linear_model,balanced_accuracy,20,1.0,0.8321543652723735,0.010730099468691504,0.8321587932504872,0.010788496451330667
sylvine,LR,linear_model,balanced_accuracy,20,1.0,0.9125607976653697,0.009407688537145428,0.9125647234405457,0.009408066979897378
sylvine,MLP,linear_model,balanced_accuracy,20,1.0,0.9303228356031129,0.0065824053389310355,0.9303259777046783,0.006591901641499898
adult,DT,linear_model,log_loss,14,1.0,0.7491822108822553,0.0056968349426109255,0.8141764137823504,0.002887600613478478
adult,KNN,linear_model,log_loss,14,1.0,0.7527448902675491,0.008443180800214077,0.8341385402337297,0.007006657416651822
adult,LR,linear_model,log_loss,14,1.0,0.766551994184099,0.0066366680505281364,0.8526472797353042,0.0033685666960504884
adult,MLP,linear_model,log_loss,14,1.0,0.7723360505298408,0.009602987300025762,0.8431062261666151,0.0035651310874265474
anneal,DT,linear_model,log_loss,32,1.0,0.9635735294117648,0.06177217703024351,0.9899875156054933,0.011050675648008362
anneal,KNN,linear_model,log_loss,32,1.0,0.8509975845410628,0.09414789689723455,0.9565667915106116,0.009743774660070374
anneal,LR,linear_model,log_loss,32,1.0,0.9389793265132139,0.06627874591237357,0.9766292134831461,0.01612778904983391
anneal,MLP,linear_model,log_loss,32,1.0,0.9429697357203752,0.07419602337238948,0.9788514357053684,0.016095048303588398
australian,DT,linear_model,log_loss,14,1.0,0.8095063340733969,0.03242101051612768,0.8101449275362318,0.030130369332391643
australian,KNN,linear_model,log_loss,14,1.0,0.8582170998215141,0.05137632483134558,0.8623188405797102,0.04985451072596689
australian,LR,linear_model,log_loss,14,1.0,0.8525297113752123,0.05377706353976186,0.8536231884057971,0.05178329351057628
australian,MLP,linear_model,log_loss,14,1.0,0.8573007270036133,0.04255493714590791,0.8594202898550725,0.04158519655392722
jasmine,DT,linear_model,log_loss,144,1.0,0.7453288590604027,0.025819421183751717,0.7453199703710355,0.025805823121344773
jasmine,KNN,linear_model,log_loss,144,1.0,0.7851856823266219,0.028434544831762325,0.7851922515768446,0.028387549600569252
jasmine,LR,linear_model,log_loss,144,1.0,0.7811610738255034,0.019934565152297468,0.781176629031896,0.019960353041182287
jasmine,MLP,linear_model,log_loss,144,1.0,0.7798098434004475,0.022219510091793574,0.7798287356063838,0.022222147303091338
kr-vs-kp,DT,linear_model,log_loss,36,1.0,0.9949039228045458,0.003970257776384076,0.9949941222570533,0.003953199896284116
kr-vs-kp,KNN,linear_model,log_loss,36,1.0,0.9279841221482334,0.016783578355947605,0.9308512931034484,0.01604710810057838
kr-vs-kp,LR,linear_model,log_loss,36,1.0,0.9636793031801044,0.009723613174063844,0.9637039576802507,0.00990897388873744
kr-vs-kp,MLP,linear_model,log_loss,36,1.0,0.9949864577297219,0.0029984798565092477,0.9949951018808777,0.0030201747607616
